Results	Entity	Line	Column	CheckID	Check Name	Ignored	Note
Discarded Return Values	graphicEngineInit	572	8	MISRA12_17.7	17.7 The value returned by a function having non-void return type shall be used		
Discarded Return Values	graphicEngineInit	573	8	MISRA12_17.7	17.7 The value returned by a function having non-void return type shall be used		
/home/gabriele/projects/ninvaders-0.1.1/view.h							
header file signal.h used.	view.h	27	0	MISRA12_21.5	21.5 The standard header file <signal.h> shall not be used		
Character sequence /* or // used in a comment		1	0	MISRA12_3.1	3.1 The character sequences /* and // shall not be used within a comment		
Include guards not used in file		25	1	MISRA12_4.10	Directive 4.10 Precautions shall be taken in order to prevent the contents of a header file being included more than once		
"Keyword """"void"""" not used to denote empty parameter list for function graphicEngineInit"	graphicEngineInit	52	5	MISRA12_8.2	8.2 Function types shall be in prototype form with named parameters		
"Violation: basic numerical type """"int"""" used."	x	54	21	MISRA12_4.6	Directive 4.6 typedefs that indicate size and signedness should be used in place of the basic numerical types		
"Violation: basic numerical type """"int"""" used."	y	54	28	MISRA12_4.6	Directive 4.6 typedefs that indicate size and signedness should be used in place of the basic numerical types		
"Violation: basic numerical type """"int"""" used."	wid	54	35	MISRA12_4.6	Directive 4.6 typedefs that indicate size and signedness should be used in place of the basic numerical types		
"Violation: basic numerical type """"int"""" used."	hgt	54	44	MISRA12_4.6	Directive 4.6 typedefs that indicate size and signedness should be used in place of the basic numerical types		
"Violation: basic numerical type """"int"""" used."	x	55	23	MISRA12_4.6	Directive 4.6 typedefs that indicate size and signedness should be used in place of the basic numerical types		
"Violation: basic numerical type """"int"""" used."	y	55	30	MISRA12_4.6	Directive 4.6 typedefs that indicate size and signedness should be used in place of the basic numerical types		
"Violation: basic numerical type """"int"""" used."	wid	55	37	MISRA12_4.6	Directive 4.6 typedefs that indicate size and signedness should be used in place of the basic numerical types		
"Violation: basic numerical type """"int"""" used."	hgt	55	46	MISRA12_4.6	Directive 4.6 typedefs that indicate size and signedness should be used in place of the basic numerical types		
"Violation: basic numerical type """"int"""" used."	x	56	28	MISRA12_4.6	Directive 4.6 typedefs that indicate size and signedness should be used in place of the basic numerical types		
"Violation: basic numerical type """"int"""" used."	y	56	35	MISRA12_4.6	Directive 4.6 typedefs that indicate size and signedness should be used in place of the basic numerical types		
"Violation: basic numerical type """"int"""" used."	x	57	30	MISRA12_4.6	Directive 4.6 typedefs that indicate size and signedness should be used in place of the basic numerical types		
"Violation: basic numerical type """"int"""" used."	y	57	37	MISRA12_4.6	Directive 4.6 typedefs that indicate size and signedness should be used in place of the basic numerical types		
"Violation: basic numerical type """"int"""" used."	level	58	23	MISRA12_4.6	Directive 4.6 typedefs that indicate size and signedness should be used in place of the basic numerical types		
"Violation: basic numerical type """"int"""" used in """"int *""""."	pAliens	58	35	MISRA12_4.6	Directive 4.6 typedefs that indicate size and signedness should be used in place of the basic numerical types		
"Keyword """"void"""" not used to denote empty parameter list for function battleFieldClear"	battleFieldClear	59	5	MISRA12_8.2	8.2 Function types shall be in prototype form with named parameters		
"Keyword """"void"""" not used to denote empty parameter list for function bunkersClear"	bunkersClear	60	5	MISRA12_8.2	8.2 Function types shall be in prototype form with named parameters		
"Violation: basic numerical type """"int"""" used."	x	61	29	MISRA12_4.6	Directive 4.6 typedefs that indicate size and signedness should be used in place of the basic numerical types		
"Violation: basic numerical type """"int"""" used."	y	61	36	MISRA12_4.6	Directive 4.6 typedefs that indicate size and signedness should be used in place of the basic numerical types		
"Violation: basic numerical type """"int"""" used in """"int *""""."	pBunker	62	25	MISRA12_4.6	Directive 4.6 typedefs that indicate size and signedness should be used in place of the basic numerical types		
"Keyword """"void"""" not used to denote empty parameter list for function gameOverDisplay"	gameOverDisplay	63	5	MISRA12_8.2	8.2 Function types shall be in prototype form with named parameters		
"Violation: basic numerical type """"int"""" used."	x	64	21	MISRA12_4.6	Directive 4.6 typedefs that indicate size and signedness should be used in place of the basic numerical types		
"Violation: basic numerical type """"int"""" used."	y	64	28	MISRA12_4.6	Directive 4.6 typedefs that indicate size and signedness should be used in place of the basic numerical types		
"Violation: basic numerical type """"int"""" used."	x	65	23	MISRA12_4.6	Directive 4.6 typedefs that indicate size and signedness should be used in place of the basic numerical types		
"Violation: basic numerical type """"int"""" used."	y	65	30	MISRA12_4.6	Directive 4.6 typedefs that indicate size and signedness should be used in place of the basic numerical types		
"Violation: basic numerical type """"int"""" used."	x	66	32	MISRA12_4.6	Directive 4.6 typedefs that indicate size and signedness should be used in place of the basic numerical types		
"Violation: basic numerical type """"int"""" used."	y	66	39	MISRA12_4.6	Directive 4.6 typedefs that indicate size and signedness should be used in place of the basic numerical types		
"Violation: basic numerical type """"int"""" used."	x	67	28	MISRA12_4.6	Directive 4.6 typedefs that indicate size and signedness should be used in place of the basic numerical types		
"Violation: basic numerical type """"int"""" used."	y	67	35	MISRA12_4.6	Directive 4.6 typedefs that indicate size and signedness should be used in place of the basic numerical types		
"Violation: basic numerical type """"int"""" used."	x	68	30	MISRA12_4.6	Directive 4.6 typedefs that indicate size and signedness should be used in place of the basic numerical types		
"Violation: basic numerical type """"int"""" used."	y	68	37	MISRA12_4.6	Directive 4.6 typedefs that indicate size and signedness should be used in place of the basic numerical types		
"Keyword """"void"""" not used to denote empty parameter list for function titleScreenClear"	titleScreenClear	69	5	MISRA12_8.2	8.2 Function types shall be in prototype form with named parameters		
"Keyword """"void"""" not used to denote empty parameter list for function titleScreenDisplay"	titleScreenDisplay	70	5	MISRA12_8.2	8.2 Function types shall be in prototype form with named parameters		
"Violation: basic numerical type """"int"""" used."	x	71	18	MISRA12_4.6	Directive 4.6 typedefs that indicate size and signedness should be used in place of the basic numerical types		
"Violation: basic numerical type """"int"""" used."	y	71	25	MISRA12_4.6	Directive 4.6 typedefs that indicate size and signedness should be used in place of the basic numerical types		
"Violation: basic numerical type """"int"""" used."	x	72	20	MISRA12_4.6	Directive 4.6 typedefs that indicate size and signedness should be used in place of the basic numerical types		
"Violation: basic numerical type """"int"""" used."	y	72	27	MISRA12_4.6	Directive 4.6 typedefs that indicate size and signedness should be used in place of the basic numerical types		
"Keyword """"void"""" not used to denote empty parameter list for function ufoRefresh"	ufoRefresh	73	5	MISRA12_8.2	8.2 Function types shall be in prototype form with named parameters		
"Violation: basic numerical type """"int"""" used."	level	75	23	MISRA12_4.6	Directive 4.6 typedefs that indicate size and signedness should be used in place of the basic numerical types		
"Violation: basic numerical type """"int"""" used."	score	75	34	MISRA12_4.6	Directive 4.6 typedefs that indicate size and signedness should be used in place of the basic numerical types		
"Violation: basic numerical type """"int"""" used."	lives	75	45	MISRA12_4.6	Directive 4.6 typedefs that indicate size and signedness should be used in place of the basic numerical types		
"Keyword """"void"""" not used to denote empty parameter list for function refreshScreen"	refreshScreen	76	5	MISRA12_8.2	8.2 Function types shall be in prototype form with named parameters		
